name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,source,ingestion_date
"Li-Ning Super Series 2020 - (Strung) Badminton Racquets with Free Full Cover Graphite, Strung (Black/Gold) with Free Full ...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61WBPk2+4vL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Super-2020-Badminton-Racquets/dp/B083WJSXRJ/ref=sr_1_483?qid=1679216841&s=sports&sr=1-483,4.0,226,"₹1,990","₹4,490",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"APACS Z-Ziggler 72 (30 LBS, 72g) Unstrung Badminton Racket with Full Cover (Black Red)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/71XFbKAIXXL._AC_UL320_.jpg,https://www.amazon.in/APACS-Z-Ziggler-Unstrung-Badminton-Racket/dp/B09BNCL96W/ref=sr_1_484?qid=1679216841&s=sports&sr=1-484,3.7,7,"₹2,599","₹7,599",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"FEROC Fighter Set of 4 Pieces Aluminium Badminton Racket with 3 Pieces Feather Shuttles ,Aluminum, Multicolor",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61snVNb1AGL._AC_UL320_.jpg,https://www.amazon.in/Fighter-Aluminum-Badminton-Feather-SHUTTLES/dp/B088H5595R/ref=sr_1_485?qid=1679216841&s=sports&sr=1-485,3.6,670,₹549,₹999,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Plaeto Unisex Adult Ignite Multiplay Sports Shoes for Men & Women | Stylish Lightweight Sports Shoes with Tilt Lacing, Lon...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/51Z59ePs5eL._AC_UL320_.jpg,https://www.amazon.in/Plaeto-Unisex-Ignite-Multiplay-Sports/dp/B0BPGRCGYF/ref=sr_1_486?qid=1679216841&s=sports&sr=1-486,4.1,15,"₹2,249","₹2,799",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"LYGER BY ABNASHI Badminton Net, Portable Adjustable Outdoor Badminton Net Set with Foldable Stand Poles and Carry Bag",sports & fitness,Badminton,https://m.media-amazon.com/images/I/71HQHE1YIVL._AC_UL320_.jpg,https://www.amazon.in/LYGER-ABNASHI-Badminton-Portable-Adjustable/dp/B0BT1PJ5RY/ref=sr_1_487?qid=1679216841&s=sports&sr=1-487,,,"₹3,600","₹3,800",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Cosco Nylon Badminton Net (White),sports & fitness,Badminton,https://m.media-amazon.com/images/I/81ESoUCKLkL._AC_UL320_.jpg,https://www.amazon.in/Cosco-COSCO-BADMINTON-NET-NYLON/dp/B01MXROFW4/ref=sr_1_488_mod_primary_new?qid=1679216841&s=sports&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-488,4.1,345,₹770,₹900,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Li-Ning AP 70 Rainbow Badminton String,sports & fitness,Badminton,https://m.media-amazon.com/images/I/514td2uc5oL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-AP-Rainbow-Badminton-String/dp/B09HMK6YBX/ref=sr_1_489?qid=1679216841&s=sports&sr=1-489,,,₹340,₹690,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Li-Ning G-Force Superlite Max 9 (Black/Red) Carbon Fiber Unstrung Badminton Racket with Free Full Cover,sports & fitness,Badminton,https://m.media-amazon.com/images/I/815pPePxutL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-G-Force-Superlite-Unstrung-Badminton/dp/B091DTSXXD/ref=sr_1_490?qid=1679216841&s=sports&sr=1-490,3.9,13,"₹2,090","₹4,990",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Li-Ning Sports and Training Badminton Shorts,sports & fitness,Badminton,https://m.media-amazon.com/images/I/51ZMjFeR5fL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Sports-Training-Badminton-Shorts/dp/B09YGZC7B1/ref=sr_1_491?qid=1679216841&s=sports&sr=1-491,4.1,47,₹749,₹999,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"YONEX GR 303 Aluminium Blend Badminton Team Racquet with Full Cover (Red, Blue) - Set of 2 Aluminum",sports & fitness,Badminton,https://m.media-amazon.com/images/I/41LmEm1FjCL._AC_UL320_.jpg,https://www.amazon.in/Yonex-GR-Aluminum-Badminton-Racquet/dp/B07RLKP4S6/ref=sr_1_492?qid=1679216841&s=sports&sr=1-492,3.8,240,"₹1,196","₹1,600",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Hipkoo Sports Badminton Shuttlecocks, Goose Feather Shuttlecocks Stable & Durable Sports Training Badminton Balls for Indo...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/51AhYmsKasL._AC_UL320_.jpg,https://www.amazon.in/Toofani-Classic-Badminton-Shuttles-Shuttlecocks/dp/B07XLYBSD6/ref=sr_1_493?qid=1679216841&s=sports&sr=1-493,4.0,1,₹199,₹380,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"YONEX Badminton Shoes Dual | Ideal for Badminton,Squash,Table Tennis,Volleyball | Non-Marking Sole |TRU Cushion |Durable S...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/81epE1qycNL._AC_UL320_.jpg,https://www.amazon.in/YONEX-Badminton-Shoes-Black-8903224359966/dp/B0BWTJ81N7/ref=sr_1_494?qid=1679216841&s=sports&sr=1-494,Get,FREE Delivery by Amazon,"₹3,250","₹5,890",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Yonex Astrox 01 Clear Badminton Racket (Clear Blue, 4UG4)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/31lrQIWonHL._AC_UL320_.jpg,https://www.amazon.in/Yonex-Astrox-Clear-Badminton-Racket/dp/B0B3W5DL74/ref=sr_1_495?qid=1679216841&s=sports&sr=1-495,4.2,22,"₹2,279","₹3,590",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Labh Traders 2 Double Shaft Racquet with 6 pc Nylon Shuttle Badminton Kit Badminton Kit,sports & fitness,Badminton,https://m.media-amazon.com/images/I/41rz+PQXyCS._AC_UL320_.jpg,https://www.amazon.in/Labh-Traders-Racquet-Shuttle-Badminton/dp/B0915YLTWC/ref=sr_1_496?qid=1679216841&s=sports&sr=1-496,,,₹298,₹799,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
KONEX Polyurethane Multipurpose Super Tacky Badminton Tennis Squash Racket Touch Grip (Random Colour) - Pack of 5 Polyethy...,sports & fitness,Badminton,https://m.media-amazon.com/images/I/41547X3CMxL._AC_UL320_.jpg,https://www.amazon.in/Konex-Multipurpose-Badminton-Tennis-Squash/dp/B07H8FXBM5/ref=sr_1_497_mod_primary_new?qid=1679216841&s=sports&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-497,3.7,443,₹237,₹299,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
YONEX Aerocush 9900 Badminton Grip (Pack of 2) Multicolor,sports & fitness,Badminton,https://m.media-amazon.com/images/I/41oyDxViczL._AC_UL320_.jpg,https://www.amazon.in/YONEX-Aerocush-9900-Badminton-Multicolor/dp/B09SY2PHG5/ref=sr_1_498?qid=1679216841&s=sports&sr=1-498,4.4,7,₹450,₹499,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Gosen G-Pro 70 Badminton String Orange 0.70mm - Made in Japan,sports & fitness,Badminton,https://m.media-amazon.com/images/I/412HD1IhNAL._AC_UL320_.jpg,https://www.amazon.in/Gosen-G-Pro-70-0-70mm/dp/B079KHLFS4/ref=sr_1_499?qid=1679216841&s=sports&sr=1-499,,,₹325,₹700,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
One O One - Lines Collection Triple Compartment Badminton/Tennis Kitbag,sports & fitness,Badminton,https://m.media-amazon.com/images/I/61gjnl7pKnL._AC_UL320_.jpg,https://www.amazon.in/One-Collection-Triple-Yellow-Badminton/dp/B07D7Y888P/ref=sr_1_500?qid=1679216841&s=sports&sr=1-500,3.9,378,"₹1,590","₹1,690",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
YONEX Graphite Badminton Racquet Astrox 99 Game with Full Cover (White Tiger),sports & fitness,Badminton,https://m.media-amazon.com/images/I/519Yym8nxSL._AC_UL320_.jpg,https://www.amazon.in/YONEX-Badminton-Astrox-99-Game/dp/B09GYLZ9SB/ref=sr_1_501?qid=1679216841&s=sports&sr=1-501,3.1,6,"₹5,780","₹8,390",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"ArrowMax Alloy Steel Light Weight Shuttle Badminton Youth Racquet Pair, Set of 2 Pieces, Junior Small Size Full Zipper Cov...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/81lQwlUxnnL._AC_UL320_.jpg,https://www.amazon.in/Badminton-Racket-Racquet-Shuttle-Juniors/dp/B09637NJ53/ref=sr_1_502?qid=1679216841&s=sports&sr=1-502,3.1,4,₹395,₹745,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Gmefvr Kids Plastic Shuttle Cock Pack of 6pc. Multi Color | for Home Playing Training,sports & fitness,Badminton,https://m.media-amazon.com/images/I/41-WGftkSHL._AC_UL320_.jpg,https://www.amazon.in/Gmefvr-Plastic-Shuttle-Playing-Training/dp/B094DN6GFD/ref=sr_1_503?qid=1679216841&s=sports&sr=1-503,3.4,7,₹104,₹249,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Li-Ning Air Force 80 Lite Carbon Fiber Strung Badminton Racket with Free Full Cover , Dark Purple",sports & fitness,Badminton,https://m.media-amazon.com/images/I/81jkGXRDksL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Carbon-Strung-Badminton-Racket/dp/B08M5RZX8C/ref=sr_1_504?qid=1679216841&s=sports&sr=1-504,4.2,231,"₹2,840","₹5,590",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Thrax Astra Series Badminton Kit Bag (Black Blue and Lime),sports & fitness,Badminton,https://m.media-amazon.com/images/I/61MXmB9YD8L._AC_UL320_.jpg,https://www.amazon.in/Thrax-Astra-Badminton-Black-Blue/dp/B07MPN5FM2/ref=sr_1_529?qid=1679216842&s=sports&sr=1-529,4.4,255,"₹1,350","₹2,400",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Silver's Micro Badminton Racquets - 2 Racquets with cover, Aluminum",sports & fitness,Badminton,https://m.media-amazon.com/images/I/810jaBMXaeL._AC_UL320_.jpg,https://www.amazon.in/Silvers-Micro-Badminton-Racquets-cover/dp/B00I7UPOGU/ref=sr_1_530?qid=1679216842&s=sports&sr=1-530,4.1,978,₹699,₹790,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"VICTOR DX-888H Drive X Series G5 4U Strung Badminton Racket (Pearly White), Graphite",sports & fitness,Badminton,https://m.media-amazon.com/images/I/51IiFuE1H-L._AC_UL320_.jpg,https://www.amazon.in/VICTOR-DX-888H-Strung-Badminton-Racket/dp/B09FNZD828/ref=sr_1_531?qid=1679216842&s=sports&sr=1-531,4.1,21,"₹2,797","₹3,290",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Li-Ning Energy 20 Non-Marking Cushion Badminton Shoe (White, Red, 7UK)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/71bICLk-yaL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Energy-Non-Marking-Cushion-Badminton/dp/B004AHLDIW/ref=sr_1_532?qid=1679216842&s=sports&sr=1-532,4.2,5,"₹4,999","₹6,290",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
SUNLEY Nexta Badminton Steel Racket (Set of 2) with 6 Piece Nylon Shuttle.,sports & fitness,Badminton,https://m.media-amazon.com/images/I/61aHpz3HZgL._AC_UL320_.jpg,https://www.amazon.in/SUNLEY-Nexta-Badminton-Racket-Shuttle/dp/B07MDKZ1L2/ref=sr_1_533?qid=1679216842&s=sports&sr=1-533,3.4,815,₹389,₹999,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"YONEX POWER CUSHION AERUS Z 2 MEN SHOES | Ideal For Badminton,Squash,Table Tennis,Volleyball | Non-Marking Sole |POWER CUS...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/91g3Wc6266L._AC_UL320_.jpg,https://www.amazon.in/Badminton-Shoes-Aerus-EX-8903224352769/dp/B0BQ754FRJ/ref=sr_1_534?qid=1679216842&s=sports&sr=1-534,4.5,3,"₹12,442","₹15,990",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Vector X CS-2500 Court Shoes for Men,sports & fitness,Badminton,https://m.media-amazon.com/images/I/61ygEOr215L._AC_UL320_.jpg,https://www.amazon.in/Vector-CS-2500-Court-Shoes-White-Red-Black/dp/B0B45ZBGYG/ref=sr_1_535?qid=1679216842&s=sports&sr=1-535,3.2,8,"₹1,627","₹2,199",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Cosco cb 885 Alloy Steel badminton racquet (pack of 2),sports & fitness,Badminton,https://m.media-amazon.com/images/I/51S-U3CW4LL._AC_UL320_.jpg,https://www.amazon.in/cosco-885-badminton-racquet-pack/dp/B01C4DVQVC/ref=sr_1_536?qid=1679216842&s=sports&sr=1-536,3.7,59,₹849,₹999,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
B-TUF mens Fire Badminton shoe,sports & fitness,Badminton,https://m.media-amazon.com/images/I/71B4jk4EPIL._AC_UL320_.jpg,https://www.amazon.in/B-Tuf-Unisexs-Badminton-Non-Marking-Volleyball/dp/B08QFWT2ST/ref=sr_1_537?qid=1679216842&s=sports&sr=1-537,3.9,531,"₹1,099","₹1,699",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Prokick Badminton Shorts for Men, Navy",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61M1zhVdG9L._AC_UL320_.jpg,https://www.amazon.in/Prokick-Badminton-Shorts-Men-Navy/dp/B0BFLL3C65/ref=sr_1_538?qid=1679216842&s=sports&sr=1-538,5.0,1,₹549,₹999,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
BABOLAT iFEEL 66 Badminton Strings,sports & fitness,Badminton,https://m.media-amazon.com/images/I/61rg0Rql8OL._AC_UL320_.jpg,https://www.amazon.in/BABOLAT-iFEEL-66-Badminton-Strings/dp/B00URI423Q/ref=sr_1_539?qid=1679216842&s=sports&sr=1-539,4.5,2,,₹389,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Victall Unisex Brown PU Badminton Shoes/Tennis Shoes,sports & fitness,Badminton,https://m.media-amazon.com/images/I/619+Eyi6A+L._AC_UL320_.jpg,https://www.amazon.in/Victall-Unisex-Badminton-Tennis-Numeric_6/dp/B0BVHSNSTR/ref=sr_1_540?qid=1679216842&s=sports&sr=1-540,,,₹839,"₹1,599",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Gosen G-Tone 5 Badminton String Black 0.65mm - Made in Japan,sports & fitness,Badminton,https://m.media-amazon.com/images/I/71IqV5jgZ0L._AC_UL320_.jpg,https://www.amazon.in/Gosen-G-Tone-5-0-65mm/dp/B078QQVL7Z/ref=sr_1_541?qid=1679216842&s=sports&sr=1-541,5.0,1,₹325,₹700,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Senston Two Pieces Graphite Shaft Badminton Racquet,Badminton Racket Set,Including Badminton Bag,Set of 2",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61A1+bhfa4L._AC_UL320_.jpg,https://www.amazon.in/Senston-Graphite-Badminton-Racquet-Including/dp/B073SWVYKB/ref=sr_1_542?qid=1679216842&s=sports&sr=1-542,4.5,"3,630","₹1,979","₹2,799",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Yonex AC108WEX Wave GRAP Pure Synthetic Over Grip - Green (Pack of 2),sports & fitness,Badminton,https://m.media-amazon.com/images/I/71r4M-tkCDL._AC_UL320_.jpg,https://www.amazon.in/Yonex-AC108WEX-Wave-GRAP-Synthetic/dp/B0BHHD3FFD/ref=sr_1_543?qid=1679216842&s=sports&sr=1-543,4.0,1,,₹450,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Yonex Astrox 100ss Graphite Unstrung Badminton Racquet,sports & fitness,Badminton,https://m.media-amazon.com/images/I/41wQY2wN4aL._AC_UL320_.jpg,https://www.amazon.in/Astrox-100ss-Graphite-Unstrung-Badminton/dp/B085GM8XYK/ref=sr_1_544?qid=1679216842&s=sports&sr=1-544,3.8,10,"₹16,603","₹17,990",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
VICTOR VBS-70 (0.70mm x 10mm) Durability Medium Feeling Badminton String Available in 7 Different Color (Pack of 2)  (White),sports & fitness,Badminton,https://m.media-amazon.com/images/I/61gyv-AKajL._AC_UL320_.jpg,https://www.amazon.in/Durability-Feeling-Badminton-Available-Different/dp/B07DFFQS78/ref=sr_1_545?qid=1679216842&s=sports&sr=1-545,4.7,18,₹748,₹880,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Vector X Perfecto Badminton/Tennis Court Shoe for Men (Blue-RED, Numeric_10)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/71fwQlIOzaL._AC_UL320_.jpg,https://www.amazon.in/Vector-Perfecto-Badminton-Blue-RED-Numeric_10/dp/B0BPGRLWF9/ref=sr_1_546?qid=1679216842&s=sports&sr=1-546,2.5,3,"₹1,249","₹2,849",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
BLT Badminton Rackets Glider Shuttle Badminton Racket in Pair Badminton Racket for BOY Steel Badminton Rackets for Out Doo...,sports & fitness,Badminton,https://m.media-amazon.com/images/I/71tGOorJz6S._AC_UL320_.jpg,https://www.amazon.in/BLT-Badminton-Rackets-Glider-Shuttle/dp/B098K9G9CQ/ref=sr_1_547?qid=1679216842&s=sports&sr=1-547,4.3,4,₹379,₹775,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
YONEX Badminton Club Tournament Bag 22431WT SR,sports & fitness,Badminton,https://m.media-amazon.com/images/I/81fahHcP-iL._AC_UL320_.jpg,https://www.amazon.in/YONEX-Badminton-Tournament-22431WT-SR/dp/B0BHZK5PJH/ref=sr_1_548?qid=1679216842&s=sports&sr=1-548,Get,FREE Delivery by Amazon,"₹2,589","₹3,699",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"YONEX Carbon Fibre, Graphite Muscle Power 29 Light 2020 Model Slim Shaft Badminton Racquet (Dark Grey)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61DZ3xVAWXL._AC_UL320_.jpg,https://www.amazon.in/Yonex-Muscle-Power-Light-Model/dp/B08HHJDGQC/ref=sr_1_549?qid=1679216842&s=sports&sr=1-549,3.9,55,"₹2,684","₹4,390",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Li-Ning GP22+ Extra Tacky and Anti-Slip Badminton Grip (3 in 1) - Blue,sports & fitness,Badminton,https://m.media-amazon.com/images/I/51xdkQGkepL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Extra-Tacky-Anti-Slip-Badminton/dp/B08QCX3V9J/ref=sr_1_550?qid=1679216842&s=sports&sr=1-550,3.5,94,₹255,₹299,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Babolat Shadow Spirit Men Badminton Shoe,sports & fitness,Badminton,https://m.media-amazon.com/images/I/61jOyED+foL._AC_UL320_.jpg,https://www.amazon.in/Babolat-Shadow-Spirit-Badminton-Cherry/dp/B0BBQRC1WV/ref=sr_1_551?qid=1679216842&s=sports&sr=1-551,4.1,8,"₹5,249","₹7,499",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
NONGI 600 Plastic Badminton Shuttlecocks for Indoor Outdoor Badminton Sports - Color Yellow - Speed Medium - Pack of 6 Shu...,sports & fitness,Badminton,https://m.media-amazon.com/images/I/61bI6r7-WdL._AC_UL320_.jpg,https://www.amazon.in/Plastic-Badminton-Shuttlecocks-Indoor-Outdoor/dp/B0B13VY5JN/ref=sr_1_552?qid=1679216842&s=sports&sr=1-552,3.3,10,₹199,₹300,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Li-Ning Wind Lite Strung Badminton Racquet with Free Full Cover (78 Grams. Powered by Windstorm),sports & fitness,Badminton,https://m.media-amazon.com/images/I/81XQhraz1VL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Carbon-Strung-Badminton-Racket/dp/B08KDLHM5Y/ref=sr_1_913?qid=1679216847&s=sports&sr=1-913,4.1,55,"₹3,083","₹5,990",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Hundred XOOM Pro Non-Marking Cushion Badminton Shoe (Black/Orange, 3UK)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61caxJqRGEL._AC_UL320_.jpg,https://www.amazon.in/Hundred-XOOM-Non-Marking-Cushion-Badminton/dp/B0BQRJZ3BH/ref=sr_1_914?qid=1679216847&s=sports&sr=1-914,3.0,2,"₹3,090","₹4,890",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Yonex Voltric Z Force II Professional Badminton Racquet with free Full Cover | Tri-voltage system | Made in Japan,sports & fitness,Badminton,https://m.media-amazon.com/images/I/71-lvgpu9rL._AC_UL320_.jpg,https://www.amazon.in/Yonex-Voltric-Force-Badminton-Racquet/dp/B00IU83THA/ref=sr_1_915?qid=1679216847&s=sports&sr=1-915,3.7,231,"₹16,990","₹18,999",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Toyshine Duck Feather Badminton Shuttlecocks with Great Stability & Durability, High Speed Sports Training Badminton Shutt...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61Jw4lztC+L._AC_UL320_.jpg,https://www.amazon.in/Toyshine-Badminton-Shuttlecocks-Stability-Durability/dp/B09JWQSZ1F/ref=sr_1_916?qid=1679216847&s=sports&sr=1-916,3.2,16,₹674,₹999,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
KK KONEX PRO CLS 307 Nylon Badminton Shuttlecock Set of 6 PC,sports & fitness,Badminton,https://m.media-amazon.com/images/I/81UpTrHKeVL._AC_UL320_.jpg,https://www.amazon.in/KONEX-CLS-307-Nylon-Green-Shuttlecock/dp/B0995RF64X/ref=sr_1_917?qid=1679216847&s=sports&sr=1-917,3.3,27,₹330,₹410,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
SPORTSHOLIC® Attrective Double Rod Badminton Racquet Set with 10 Shuttles,sports & fitness,Badminton,https://m.media-amazon.com/images/I/31wHSrELl+L._AC_UL320_.jpg,https://www.amazon.in/SPORTSHOLIC%C2%AE-Attrective-Badminton-Racquet-Shuttles/dp/B09JJXNJVG/ref=sr_1_918?qid=1679216847&s=sports&sr=1-918,4.4,2,₹299,₹999,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Starx Double Shaft with Double Wiring Aluminium 1 Pair Badminton Racket and Shuttle Cock (Multicolour) Synthetic Badminton...,sports & fitness,Badminton,https://m.media-amazon.com/images/I/815XtSi-NfL._AC_UL320_.jpg,https://www.amazon.in/StarX-Aluminium-Badminton-Shuttle-Multicolour/dp/B07RYM3513/ref=sr_1_919?qid=1679216847&s=sports&sr=1-919,3.7,91,₹289,₹700,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
YONEX Badminton Club BAGPACK 22412S SR,sports & fitness,Badminton,https://m.media-amazon.com/images/I/91YEQTzpULL._AC_UL320_.jpg,https://www.amazon.in/YONEX-Badminton-BAGPACK-22412S-SR/dp/B0BHPRWKZY/ref=sr_1_920?qid=1679216847&s=sports&sr=1-920,5.0,1,"₹2,533","₹3,399",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
LeeON Grip Powder,sports & fitness,Badminton,https://m.media-amazon.com/images/I/51p+FOGPjeL._AC_UL320_.jpg,https://www.amazon.in/LeeON-Grip-Powder-1/dp/B07B2X7K1Y/ref=sr_1_921?qid=1679216847&s=sports&sr=1-921,3.7,107,,₹199,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Gmefvr Badminton String Bs65 0.66m 10.5 Meter Multicolor Medium Fast (1),sports & fitness,Badminton,https://m.media-amazon.com/images/I/71EAivpbqnL._AC_UL320_.jpg,https://www.amazon.in/Gmefvr-Badminton-String-Multicolor-Medium/dp/B0BGFDZFPS/ref=sr_1_922?qid=1679216847&s=sports&sr=1-922,,,₹98,₹299,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"YONEX ASTROX 99 PRO Badminton Racket (Cherry Sunburst) (Unstrung), Carbon Fibre",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61D8LC2lPYL._AC_UL320_.jpg,https://www.amazon.in/YONEX-ASTROX-Badminton-Sunburst-Unstrung/dp/B09HQMMYQ6/ref=sr_1_923?qid=1679216847&s=sports&sr=1-923,2.0,2,"₹14,399","₹17,990",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Li-Ning Saga Lite VI Non-Marking Badminton shoe(Black/Orange, Size: 8UK)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/7182P+EOklL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Non-Marking-Badminton-Black-Orange/dp/B0BJV379HW/ref=sr_1_924?qid=1679216847&s=sports&sr=1-924,3.5,12,"₹4,889","₹5,990",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Yonex Professional Best Badminton Combo (Nanoray Light 18i Full Graphite Racquet, Black + Mavis 10 Nylon Shuttlecock, Pack...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61xAJYYQ2HL._AC_UL320_.jpg,https://www.amazon.in/Yonex-Professional-Badminton-Graphite-Shuttlecock/dp/B07NSQGZHD/ref=sr_1_925?qid=1679216847&s=sports&sr=1-925,4.1,12,"₹2,700","₹3,465",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
YONEX Track Pant 2353 |Badminton| Tennis|Squash|Gym|Athletic |Workout Pants with Side Pockets|Highwaist Sports Fitness |,sports & fitness,Badminton,https://m.media-amazon.com/images/I/71DrHELa7fL._AC_UL320_.jpg,https://www.amazon.in/Badminton-Apparel-Track-2353-8903224349585/dp/B0BPMHQLWS/ref=sr_1_926?qid=1679216847&s=sports&sr=1-926,,,"₹1,856","₹2,290",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Ling-Mei L-201 adminton Feather Shuttlecock,sports & fitness,Badminton,https://m.media-amazon.com/images/I/51BX65kcM4L._AC_UL320_.jpg,https://www.amazon.in/Ling-Mei-L-201-adminton-Feather-Shuttlecock/dp/B0BX6QDCT5/ref=sr_1_927?qid=1679216847&s=sports&sr=1-927,,,"₹1,399","₹1,999",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Gosen OG120 Super Tacky Grips - Black (Pack of 6 Grips),sports & fitness,Badminton,https://m.media-amazon.com/images/I/81FeZ8FYN5L._AC_UL320_.jpg,https://www.amazon.in/Gosen-OG106-Super-Tacky-Grips/dp/B01MDQAXAI/ref=sr_1_928?qid=1679216847&s=sports&sr=1-928,4.1,50,₹420,₹600,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Klapp Alloy Steel Badminton Racquet - Set of 4,sports & fitness,Badminton,https://m.media-amazon.com/images/I/81lT6Dwn6PL._AC_UL320_.jpg,https://www.amazon.in/Klapp-Alloy-Steel-Badminton-Racquet/dp/B09FT3WQ8M/ref=sr_1_929?qid=1679216847&s=sports&sr=1-929,3.1,100,₹469,"₹1,499",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Vector X CS-2040 Badminton Shoes (SkyBlue-Green),sports & fitness,Badminton,https://m.media-amazon.com/images/I/413wLWFhXOL._AC_UL320_.jpg,https://www.amazon.in/Vector-CS-2040-Badminton-SkyBlue-Green-Size-9/dp/B07HC9KBV2/ref=sr_1_930?qid=1679216847&s=sports&sr=1-930,3.6,6,"₹1,269","₹1,790",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
